Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
	chr1	165631233	chr1	165543506	165544492	0.956044	MEIS2,(1),PPARA,(1),ZIC3,(0.999000999000999),ZNF219,(0.998001998001998),RORA,(0.99000999000999),GLI1,(0.987012987012987),RXRB,(0.987012987012987),PPARG,(0.971028971028971),NR1H4,(0.961038961038961),ATOH1,(0.96003996003996),TFEB,(0.937062937062937),RXRA,(0.932067932067932),NR2E1,(0.835164835164835),NR2F6,(0.817182817182817),
	chr20	62550452	chr20	62555145	62556175	0.976024	ESR1,(0.992007992007992),HNF4G,(0.991008991008991),PPARA,(0.978021978021978),PPARD,(0.975024975024975),MYOD1,(0.963036963036963),HIC1,(0.959040959040959),KLF3,(0.928071928071928),NR2E1,(0.906093906093906),
	chr21	36320188	chr21	36171588	36172570	0.962038	RARB,(1),NR4A2,(1),KLF3,(0.999000999000999),RARG,(0.999000999000999),ESRRA,(0.999000999000999),NR3C1,(0.998001998001998),PGR,(0.997002997002997),HES1,(0.996003996003996),MAF,(0.989010989010989),ESR1,(0.962037962037962),ESR2,(0.96003996003996),
	chr21	36320188	chr21	36186698	36187536	0.971029	MEIS1,(0.993006993006993),SNAI2,(0.989010989010989),NR6A1,(0.963036963036963),NR2C1,(0.958041958041958),KLF8,(0.89010989010989),NR2F6,(0.816183816183816),
	chr6	166382940	chr6	166381549	166382294	0.998002	ESR2,(0.908091908091908),NR3C1,(0.899100899100899),ESR1,(0.854145854145854),
	chr1	167937072	chr1	167681191	167682186	0.969031	TP73,(0.98001998001998),ESRRB,(0.932067932067932),ATOH1,(0.877122877122877),
	chr10	30349338	chr10	30000603	30001637	0.981019	HEY1,(1),MEIS1,(1),BACH2,(0.999000999000999),KLF3,(0.999000999000999),NR4A3,(0.999000999000999),NR2C1,(0.999000999000999),RXRA,(0.999000999000999),NPAS2,(0.998001998001998),PPARD,(0.997002997002997),NR4A2,(0.997002997002997),ESR2,(0.996003996003996),JUN,(0.993006993006993),NR4A1,(0.986013986013986),NR2F1,(0.986013986013986),HNF4G,(0.984015984015984),NR2F6,(0.971028971028971),RXRG,(0.887112887112887),
	chr9	99375257	chr9	99261702	99262661	0.997003	ATOH1,(0.998001998001998),ZIC1,(0.997002997002997),NR2F6,(0.997002997002997),NR1H3,(0.993006993006993),NR6A1,(0.964035964035964),
	chr11	17351799	chr11	17741908	17742835	0.979021	MEIS1,(1),NR4A3,(1),PPARD,(0.999000999000999),NR2C1,(0.999000999000999),NR4A1,(0.999000999000999),ZIC3,(0.998001998001998),NR4A2,(0.998001998001998),ZNF691,(0.987012987012987),
	chr9	32573184	chr9	32572721	32573630	0.974026	ZNF691,(0.972027972027972),TP73,(0.924075924075924),RARA,(0.857142857142857),FOSB,(0.82017982017982),KLF8,(0.814185814185814),
	chr12	663445	chr12	232943	233937	1	GCM1,(0.996003996003996),NPAS2,(0.989010989010989),HLTF,(0.988011988011988),NR1H4,(0.961038961038961),USF2,(0.934065934065934),HES1,(0.864135864135864),ZIC3,(0.851148851148851),HNF4A,(0.848151848151848),HNF4G,(0.823176823176823),
	chr2	110205013	chr2	109258600	109259559	0.983017	NR3C1,(0.999000999000999),ZIC3,(0.998001998001998),GCM1,(0.997002997002997),PPARG,(0.992007992007992),TP73,(0.986013986013986),PGR,(0.894105894105894),ZNF691,(0.883116883116883),
	chr2	110205013	chr2	109719622	109720574	0.954046	RARA,(1),MITF,(0.999000999000999),RORC,(0.998001998001998),ZKSCAN4,(0.994005994005994),PPARD,(0.991008991008991),TGIF2,(0.98001998001998),GLIS1,(0.974025974025974),
	chr7	44490658	chr7	44485796	44487192	0.976024	KLF3,(0.998001998001998),NR1I3,(0.993006993006993),ZNF691,(0.988011988011988),NR3C1,(0.978021978021978),TP73,(0.968031968031968),RARB,(0.95004995004995),RORC,(0.931068931068931),SNAI2,(0.909090909090909),MITF,(0.81018981018981),
	chr7	44490658	chr7	44498282	44499214	0.959041	ESR2,(0.956043956043956),NR1I3,(0.937062937062937),ZNF219,(0.81018981018981),
	chr7	44606626	chr7	44650503	44651462	0.982018	TFEB,(0.998001998001998),NR4A3,(0.997002997002997),NR4A2,(0.997002997002997),ZIC3,(0.995004995004995),NR1H4,(0.995004995004995),NR1I3,(0.994005994005994),ESRRG,(0.993006993006993),MITF,(0.991008991008991),MTF1,(0.979020979020979),NR2C1,(0.977022977022977),RORC,(0.969030969030969),NR4A1,(0.966033966033966),NR2F2,(0.909090909090909),MYOD1,(0.872127872127872),NR2E1,(0.826173826173826),NR1I2,(0.816183816183816),
	chr1	25998063	chr1	25549145	25550151	0.991009	MEIS2,(0.994005994005994),BACH2,(0.961038961038961),JUN,(0.956043956043956),KLF3,(0.95004995004995),FOSL2,(0.943056943056943),GLI1,(0.932067932067932),ZIC3,(0.931068931068931),MTF1,(0.929070929070929),BACH1,(0.926073926073926),HLTF,(0.925074925074925),HES1,(0.923076923076923),TFCP2,(0.923076923076923),TP73,(0.921078921078921),SMARCC1,(0.907092907092907),JDP2,(0.906093906093906),FOSL1,(0.896103896103896),JUND,(0.879120879120879),ATOH1,(0.874125874125874),JUNB,(0.858141858141858),FOSB,(0.806193806193806),
	chr1	25998063	chr1	25744148	25744665	0.998002	NR2C1,(0.859140859140859),
	chr1	25998063	chr1	25786522	25787522	0.984016	JDP2,(0.992007992007992),MITF,(0.99000999000999),BACH1,(0.968031968031968),FOSL2,(0.947052947052947),JUN,(0.947052947052947),FOSB,(0.937062937062937),SMARCC1,(0.928071928071928),FOS,(0.922077922077922),BACH2,(0.859140859140859),USF2,(0.837162837162837),GLIS1,(0.817182817182817),JUNB,(0.809190809190809),
	chr1	25998063	chr1	26061452	26062257	0.989011	NR1I3,(0.983016983016983),ESRRG,(0.978021978021978),NR2C1,(0.977022977022977),NR4A3,(0.97002997002997),NR2F1,(0.97002997002997),ESRRA,(0.962037962037962),PPARD,(0.942057942057942),ESRRB,(0.922077922077922),NR1I2,(0.92007992007992),NR5A2,(0.908091908091908),NR6A1,(0.843156843156843),NR2F2,(0.817182817182817),
	chr1	25998063	chr1	26224812	26225856	0.999001	PPARG,(0.976023976023976),ZKSCAN4,(0.937062937062937),ESRRB,(0.885114885114885),RARG,(0.854145854145854),TCF7L2,(0.853146853146853),
	chr1	26111164	chr1	25549145	25550151	0.983017	MEIS2,(0.994005994005994),BACH2,(0.961038961038961),JUN,(0.956043956043956),KLF3,(0.95004995004995),FOSL2,(0.943056943056943),GLI1,(0.932067932067932),ZIC3,(0.931068931068931),MTF1,(0.929070929070929),BACH1,(0.926073926073926),HLTF,(0.925074925074925),HES1,(0.923076923076923),TFCP2,(0.923076923076923),TP73,(0.921078921078921),SMARCC1,(0.907092907092907),JDP2,(0.906093906093906),FOSL1,(0.896103896103896),JUND,(0.879120879120879),ATOH1,(0.874125874125874),JUNB,(0.858141858141858),FOSB,(0.806193806193806),
	chr1	26111164	chr1	25744148	25744665	0.989011	NR2C1,(0.859140859140859),
	chr1	26111164	chr1	26061452	26062257	0.959041	NR1I3,(0.983016983016983),ESRRG,(0.978021978021978),NR2C1,(0.977022977022977),NR4A3,(0.97002997002997),NR2F1,(0.97002997002997),ESRRA,(0.962037962037962),PPARD,(0.942057942057942),ESRRB,(0.922077922077922),NR1I2,(0.92007992007992),NR5A2,(0.908091908091908),NR6A1,(0.843156843156843),NR2F2,(0.817182817182817),
	chr1	26111164	chr1	26224812	26225856	0.967033	PPARG,(0.976023976023976),ZKSCAN4,(0.937062937062937),ESRRB,(0.885114885114885),RARG,(0.854145854145854),TCF7L2,(0.853146853146853),
	chr10	26697423	chr10	26697022	26698074	0.998002	KLF3,(0.968031968031968),RXRB,(0.966033966033966),PGR,(0.944055944055944),HES1,(0.932067932067932),NR2F2,(0.92007992007992),NR2F6,(0.912087912087912),RXRA,(0.909090909090909),USF2,(0.803196803196803),
	chr12	48105252	chr12	48127147	48127913	0.967033	MEIS2,(0.999000999000999),NR1I2,(0.999000999000999),NR3C1,(0.978021978021978),RXRA,(0.973026973026973),NFE2,(0.969030969030969),NR4A3,(0.943056943056943),NR1I3,(0.929070929070929),OSR1,(0.918081918081918),SMARCC1,(0.913086913086913),NR2F1,(0.854145854145854),FOSB,(0.847152847152847),FOSL1,(0.844155844155844),ATOH1,(0.844155844155844),RXRG,(0.802197802197802),
	chr12	48105252	chr12	48131058	48132107	0.979021	NR1I2,(0.998001998001998),TFEB,(0.997002997002997),NR4A2,(0.996003996003996),NR4A1,(0.995004995004995),NR3C1,(0.993006993006993),MITF,(0.973026973026973),ATOH1,(0.958041958041958),FOSB,(0.937062937062937),
	chr1	33375593	chr1	33337783	33339506	0.963037	TP73,(0.992007992007992),TCF7L2,(0.986013986013986),NR1I3,(0.984015984015984),ATOH1,(0.981018981018981),RARB,(0.98001998001998),NR2E1,(0.98001998001998),NR4A3,(0.98001998001998),RARA,(0.979020979020979),PPARA,(0.979020979020979),NR3C1,(0.974025974025974),TEAD1,(0.971028971028971),PPARG,(0.97002997002997),ESRRG,(0.966033966033966),SNAI2,(0.952047952047952),NR4A1,(0.946053946053946),ZNF784,(0.931068931068931),NR2F2,(0.93006993006993),RORA,(0.898101898101898),PGR,(0.868131868131868),NR1I2,(0.862137862137862),
	chr1	33375593	chr1	33341908	33342898	0.962038	JUNB,(0.998001998001998),SNAI2,(0.997002997002997),MEIS1,(0.991008991008991),BACH2,(0.972027972027972),FOSL1,(0.961038961038961),PPARG,(0.944055944055944),NFE2,(0.932067932067932),SMARCC1,(0.928071928071928),FOSB,(0.879120879120879),
	chr22	20858812	chr22	20021741	20022507	0.959041	ESRRB,(0.997002997002997),ESR1,(0.995004995004995),ESR2,(0.994005994005994),RXRA,(0.991008991008991),RXRG,(0.988011988011988),NR4A3,(0.974025974025974),NR5A1,(0.967032967032967),MITF,(0.956043956043956),ESRRA,(0.952047952047952),NR1H3,(0.937062937062937),ESRRG,(0.924075924075924),NR2F6,(0.915084915084915),NR2F2,(0.87012987012987),
	chr15	72231624	chr15	72203142	72204004	0.952048	NR1I2,(0.986013986013986),GCM1,(0.977022977022977),TCF7L2,(0.958041958041958),NR1I3,(0.947052947052947),TFCP2,(0.899100899100899),TP73,(0.899100899100899),MITF,(0.895104895104895),
	chr15	72231624	chr15	72213110	72213934	0.992008	NR4A2,(0.971028971028971),NR1I3,(0.94005994005994),RARB,(0.939060939060939),NR2F1,(0.936063936063936),NR4A3,(0.922077922077922),TP73,(0.917082917082917),ZNF784,(0.877122877122877),NR1I2,(0.842157842157842),
	chr15	72231624	chr15	72215457	72216439	0.982018	ESRRG,(0.999000999000999),HES1,(0.993006993006993),NR4A2,(0.993006993006993),ESRRA,(0.992007992007992),BACH2,(0.982017982017982),ESRRB,(0.964035964035964),
	chr19	4518486	chr19	4510523	4511427	0.975025	TFCP2,(0.997002997002997),NR3C1,(0.921078921078921),ZIC1,(0.897102897102897),GLIS1,(0.888111888111888),ZIC3,(0.875124875124875),GLI1,(0.874125874125874),
	chr6	89146054	chr6	89375160	89376096	0.954046	PPARD,(0.955044955044955),NR4A2,(0.945054945054945),NR2F2,(0.936063936063936),NR6A1,(0.914085914085914),ESRRG,(0.91008991008991),KLF3,(0.885114885114885),TP73,(0.866133866133866),SNAI2,(0.827172827172827),
	chr10	91633071	chr10	91563806	91564762	0.989011	NR4A1,(0.962037962037962),PPARD,(0.944055944055944),HES1,(0.932067932067932),TP73,(0.923076923076923),TGIF2,(0.915084915084915),HNF4G,(0.876123876123876),PPARA,(0.847152847152847),

	chr14	23302859	chr14	23146355	23147284	0.955045	NR4A1,(0.995004995004995),NR4A2,(0.994005994005994),MYOD1,(0.985014985014985),NR2F2,(0.985014985014985),JUN,(0.977022977022977),HNF4G,(0.977022977022977),FOS,(0.971028971028971),ZKSCAN3,(0.966033966033966),TEAD1,(0.965034965034965),NR4A3,(0.964035964035964),FOSL2,(0.96003996003996),ZKSCAN4,(0.959040959040959),SMARCC1,(0.954045954045954),PPARD,(0.942057942057942),NR2E1,(0.941058941058941),TFEB,(0.94005994005994),JUNB,(0.936063936063936),RXRA,(0.934065934065934),FOSL1,(0.926073926073926),RXRB,(0.916083916083916),ZIC1,(0.891108891108891),MITF,(0.867132867132867),
	chr12	110583318	chr12	110512263	110513257	0.981019	MYOD1,(0.949050949050949),ATOH1,(0.884115884115884),
	chr12	110583318	chr12	110563723	110564678	0.97003	NR4A2,(0.999000999000999),ZKSCAN3,(0.998001998001998),NR5A2,(0.997002997002997),ZIC3,(0.996003996003996),ESRRG,(0.996003996003996),MTF1,(0.995004995004995),RARA,(0.99000999000999),NR2F2,(0.99000999000999),ZKSCAN4,(0.987012987012987),FOS,(0.984015984015984),JUN,(0.984015984015984),NR4A3,(0.976023976023976),NR4A1,(0.971028971028971),PPARD,(0.964035964035964),USF2,(0.903096903096903),GLI1,(0.88011988011988),SNAI2,(0.872127872127872),
	chr12	110583318	chr12	110575021	110575884	0.985015	RARB,(1),NR4A2,(1),RORB,(1),PPARD,(0.995004995004995),
	chr12	110583318	chr12	110578790	110579734	0.98002	MEIS2,(1),NR1I3,(1),NR1I2,(1),MTF1,(0.999000999000999),TCF7L2,(0.999000999000999),CREB3L1,(0.998001998001998),RARA,(0.997002997002997),ATOH1,(0.995004995004995),SNAI2,(0.992007992007992),TGIF2,(0.976023976023976),ESRRB,(0.929070929070929),MYOD1,(0.914085914085914),MAF,(0.878121878121878),
	chr12	110583318	chr12	110580829	110581616	0.987013	MEIS1,(0.991008991008991),NR2E1,(0.978021978021978),NR2C1,(0.856143856143856),
	chr12	110583318	chr12	110581859	110582767	1	ESRRG,(0.961038961038961),NR4A3,(0.952047952047952),USF2,(0.907092907092907),NR2F2,(0.872127872127872),ESRRA,(0.871128871128871),
	chr1	56645313	chr1	56508108	56509156	0.976024	TFEB,(1),HEY1,(0.999000999000999),PPARA,(0.997002997002997),TCF7L2,(0.997002997002997),ATOH1,(0.995004995004995),TFCP2,(0.993006993006993),PPARD,(0.993006993006993),NR2C1,(0.993006993006993),NR4A3,(0.987012987012987),MEIS1,(0.983016983016983),MITF,(0.982017982017982),HNF4A,(0.867132867132867),USF2,(0.83016983016983),ESR2,(0.828171828171828),NR2F1,(0.816183816183816),
	chr1	56645313	chr1	56545423	56546432	0.974026	MXI1,(1),MYCN,(1),NPAS2,(1),MITF,(1),TFEB,(0.999000999000999),MYC,(0.999000999000999),KLF3,(0.999000999000999),NR4A2,(0.999000999000999),CREB3L2,(0.998001998001998),PPARD,(0.998001998001998),PPARA,(0.998001998001998),RXRB,(0.997002997002997),NR2C1,(0.995004995004995),RXRA,(0.995004995004995),NR4A3,(0.993006993006993),MAF,(0.992007992007992),HNF4A,(0.987012987012987),NR2F6,(0.985014985014985),ESRRA,(0.981018981018981),TFCP2,(0.979020979020979),
	chr2	45651674	chr2	45759053	45760047	0.975025	FOSB,(0.97002997002997),TCF7L2,(0.956043956043956),ZNF691,(0.941058941058941),TFCP2,(0.92007992007992),BACH2,(0.906093906093906),OSR1,(0.878121878121878),
	chr20	62143394	chr20	62117360	62118212	0.976024	NR1I2,(0.991008991008991),ZIC3,(0.985014985014985),NR1I3,(0.982017982017982),PPARD,(0.98001998001998),MITF,(0.978021978021978),TFEB,(0.968031968031968),HES1,(0.968031968031968),MEIS1,(0.931068931068931),HNF4A,(0.83016983016983),
	chr19	38374549	chr19	38171749	38172539	0.97003	NR2E1,(1),RARA,(1),NPAS2,(0.999000999000999),NR4A1,(0.996003996003996),RXRA,(0.996003996003996),HEY1,(0.995004995004995),MEIS2,(0.988011988011988),NR3C1,(0.987012987012987),PPARD,(0.985014985014985),MITF,(0.984015984015984),NR4A2,(0.982017982017982),GCM1,(0.971028971028971),HES1,(0.97002997002997),NR4A3,(0.964035964035964),RXRG,(0.964035964035964),MYC,(0.961038961038961),MXI1,(0.915084915084915),CREB3L2,(0.9000999000999),ZNF784,(0.897102897102897),
	chr8	141392020	chr8	141311352	141312313	0.988012	KLF3,(0.947052947052947),PPARA,(0.912087912087912),TP73,(0.91008991008991),HNF4A,(0.892107892107892),ZNF219,(0.862137862137862),
	chr9	109498307	chr9	109419916	109420929	0.969031	RORC,(0.991008991008991),NR3C1,(0.977022977022977),NR4A3,(0.977022977022977),NR4A2,(0.944055944055944),RORA,(0.937062937062937),TFEB,(0.885114885114885),MITF,(0.826173826173826),
	chr9	109498307	chr9	109497454	109498455	0.99001	ZNF784,(0.916083916083916),
	chr8	127794532	chr8	128295978	128296948	0.96004	NR4A1,(0.989010989010989),NR4A3,(0.964035964035964),ESRRB,(0.962037962037962),NR4A2,(0.957042957042957),RORC,(0.954045954045954),ESRRA,(0.954045954045954),TEAD1,(0.951048951048951),ESRRG,(0.944055944055944),MEIS1,(0.925074925074925),NR1I2,(0.907092907092907),RORA,(0.863136863136863),RARB,(0.807192807192807),
	chr16	425648	chr16	627193	628045	0.999001	KLF3,(0.886113886113886),
	chr16	425648	chr16	645595	646504	0.995005	PPARD,(0.942057942057942),ATOH1,(0.94005994005994),SNAI2,(0.903096903096903),MITF,(0.894105894105894),
	chr16	589356	chr16	627193	628045	0.974026	KLF3,(0.886113886113886),
	chr3	128726182	chr3	128793361	128794337	0.969031	NR2E1,(1),NR4A3,(0.999000999000999),NR4A1,(0.998001998001998),RXRA,(0.993006993006993),NR3C1,(0.969030969030969),ESRRA,(0.968031968031968),RXRB,(0.887112887112887),ESRRG,(0.886113886113886),NR2C1,(0.878121878121878),RXRG,(0.826173826173826),
	chr10	110644335	chr10	110708820	110709771	0.982018	ZIC3,(1),NR1I3,(1),TCF7L2,(1),NR4A2,(0.999000999000999),GLI1,(0.994005994005994),RORC,(0.984015984015984),SNAI2,(0.951048951048951),NR1I2,(0.895104895104895),HIC1,(0.845154845154845),
	chr4	37686376	chr4	37628637	37629621	0.963037	FOSL1,(0.99000999000999),BACH2,(0.989010989010989),JUNB,(0.978021978021978),NR4A2,(0.977022977022977),FOSB,(0.971028971028971),JUN,(0.97002997002997),NR1I3,(0.968031968031968),NR4A1,(0.967032967032967),RARG,(0.966033966033966),TEAD1,(0.938061938061938),RORA,(0.937062937062937),FOSL2,(0.896103896103896),ESRRA,(0.875124875124875),RARB,(0.859140859140859),BACH1,(0.83016983016983),NR2E1,(0.825174825174825),
	chr3	16513699	chr3	16370641	16371605	1	NR4A2,(0.991008991008991),HNF4G,(0.991008991008991),NR4A1,(0.983016983016983),KLF3,(0.979020979020979),RORC,(0.977022977022977),ESRRG,(0.976023976023976),NR2F1,(0.969030969030969),RXRA,(0.955044955044955),NR2F2,(0.908091908091908),ESRRB,(0.876123876123876),RXRB,(0.83016983016983),
	chr3	16513699	chr3	16513134	16514145	1	MYC,(0.976023976023976),NR2C1,(0.915084915084915),
	chr1	38941830	chr1	39642506	39643542	0.994006	TP73,(0.99000999000999),JUN,(0.983016983016983),
	chr7	151519895	chr7	151517825	151518589	0.964036	MEIS1,(0.996003996003996),HES1,(0.984015984015984),ZNF784,(0.944055944055944),NFE2,(0.905094905094905),PPARG,(0.898101898101898),PPARA,(0.834165834165834),
	chr7	151519895	chr7	151717183	151718085	0.982018	KLF3,(0.999000999000999),ZNF784,(0.999000999000999),PPARA,(0.999000999000999),ESRRG,(0.999000999000999),TEAD1,(0.999000999000999),NR4A3,(0.998001998001998),NR5A2,(0.997002997002997),JDP2,(0.993006993006993),ATOH1,(0.985014985014985),ESRRA,(0.959040959040959),NR4A1,(0.958041958041958),NR2F2,(0.945054945054945),ESRRB,(0.941058941058941),GLI1,(0.858141858141858),
	chr7	151519895	chr7	151736059	151736999	0.971029	MEIS1,(0.979020979020979),
	chr7	151519895	chr7	151753843	151754801	0.96004	JUNB,(0.962037962037962),HIC1,(0.958041958041958),BACH2,(0.923076923076923),SNAI2,(0.912087912087912),JUN,(0.904095904095904),SMARCC1,(0.904095904095904),FOS,(0.858141858141858),
	chr20	49936396	chr20	49677842	49678914	0.953047	SMARCC1,(0.993006993006993),FOSL2,(0.985014985014985),JUND,(0.975024975024975),MEIS2,(0.97002997002997),NR5A2,(0.964035964035964),RORA,(0.959040959040959),HES1,(0.957042957042957),JUN,(0.951048951048951),ESRRG,(0.944055944055944),JDP2,(0.909090909090909),BACH2,(0.898101898101898),TP73,(0.871128871128871),RARB,(0.861138861138861),SNAI2,(0.833166833166833),
	chr5	180071759	chr5	179875809	179876819	0.971029	RORC,(1),MXI1,(0.991008991008991),ZIC1,(0.991008991008991),ESR1,(0.991008991008991),NR1H3,(0.988011988011988),RORA,(0.977022977022977),NR3C1,(0.968031968031968),ATOH1,(0.96003996003996),
	chr2	101308701	chr2	100818646	100819588	0.966034	MYC,(0.977022977022977),RORC,(0.976023976023976),RORA,(0.95004995004995),MXI1,(0.949050949050949),HEY1,(0.914085914085914),NR4A3,(0.901098901098901),HES1,(0.9000999000999),ATOH1,(0.815184815184815),USF2,(0.811188811188811),
	chr7	33109404	chr7	32937368	32938342	0.969031	RARA,(0.992007992007992),FOSL2,(0.989010989010989),ESRRG,(0.974025974025974),NR4A2,(0.966033966033966),HLTF,(0.958041958041958),PPARD,(0.91008991008991),NR1I3,(0.906093906093906),ESRRB,(0.872127872127872),FOSB,(0.862137862137862),NR4A3,(0.826173826173826),
	chr2	101002228	chr2	100818646	100819588	0.973027	MYC,(0.977022977022977),RORC,(0.976023976023976),RORA,(0.95004995004995),MXI1,(0.949050949050949),HEY1,(0.914085914085914),NR4A3,(0.901098901098901),HES1,(0.9000999000999),ATOH1,(0.815184815184815),USF2,(0.811188811188811),
	chr2	101002228	chr2	101108131	101109073	0.984016	ESR1,(0.878121878121878),MYF5,(0.876123876123876),NR1H4,(0.863136863136863),ESRRB,(0.851148851148851),ESR2,(0.832167832167832),HIC1,(0.826173826173826),
	chr17	80544837	chr17	80648864	80649768	0.968032	NR1I3,(0.93006993006993),
	chr17	80544837	chr17	80958853	80960157	0.976024	FOS,(0.997002997002997),ESR1,(0.957042957042957),RARA,(0.957042957042957),ZKSCAN4,(0.938061938061938),TCF7L2,(0.928071928071928),BACH1,(0.922077922077922),JUNB,(0.918081918081918),JUN,(0.909090909090909),JDP2,(0.903096903096903),HIC1,(0.892107892107892),MYF5,(0.822177822177822),FOSL1,(0.812187812187812),
	chr17	2025334	chr17	1769077	1769940	0.967033	NR4A3,(0.99000999000999),NR2F1,(0.989010989010989),ESRRG,(0.989010989010989),RORC,(0.976023976023976),ESRRA,(0.971028971028971),PPARD,(0.962037962037962),RORA,(0.947052947052947),NFE2,(0.924075924075924),NR4A2,(0.916083916083916),PPARA,(0.903096903096903),NR4A1,(0.901098901098901),
	chr17	2025334	chr17	1773321	1774418	0.954046	MYOD1,(0.992007992007992),NR1I3,(0.974025974025974),PGR,(0.956043956043956),ESR2,(0.951048951048951),TFCP2L1,(0.866133866133866),ATOH1,(0.827172827172827),
	chr1	52927228	chr1	52658397	52659376	0.976024	BACH2,(1),JUN,(1),MAF,(1),JUNB,(0.999000999000999),FOSL2,(0.998001998001998),ZKSCAN4,(0.998001998001998),MEIS1,(0.998001998001998),SMARCC1,(0.998001998001998),FOSL1,(0.997002997002997),NR5A1,(0.997002997002997),ZKSCAN3,(0.996003996003996),NR2C1,(0.996003996003996),BACH1,(0.99000999000999),JUND,(0.936063936063936),
	chr10	100519861	chr10	100370604	100371741	0.967033	RARA,(1),NR1I2,(1),BACH1,(0.999000999000999),KLF3,(0.999000999000999),FOSL2,(0.998001998001998),MEIS1,(0.998001998001998),SMARCC1,(0.998001998001998),FOSB,(0.996003996003996),RORC,(0.996003996003996),MAF,(0.995004995004995),ATF3,(0.99000999000999),NR1I3,(0.99000999000999),NR4A3,(0.983016983016983),BACH2,(0.971028971028971),HLTF,(0.971028971028971),JUNB,(0.954045954045954),KLF8,(0.926073926073926),FOSL1,(0.879120879120879),
	chr9	89498113	chr9	89608603	89609219	0.985015	MITF,(1),ESRRA,(0.999000999000999),NR4A3,(0.992007992007992),ESRRG,(0.989010989010989),KLF3,(0.984015984015984),ESRRB,(0.982017982017982),TEAD1,(0.971028971028971),NR2F1,(0.95004995004995),NR5A1,(0.902097902097902),MYOD1,(0.833166833166833),
	chr9	89498113	chr9	89621472	89622393	0.964036	TCF7L2,(1),TEAD1,(0.954045954045954),NR3C1,(0.895104895104895),HLTF,(0.817182817182817),
	chr5	116574823	chr5	116395321	116396251	0.953047	NR2F6,(0.973026973026973),NR3C1,(0.91008991008991),
	chr5	116447497	chr5	116395321	116396251	0.95005	NR2F6,(0.973026973026973),NR3C1,(0.91008991008991),
	chr12	111405922	chr12	111409429	111411016	0.981019	MYC,(1),HNF4A,(0.996003996003996),JUNB,(0.995004995004995),FOSL2,(0.994005994005994),BACH2,(0.992007992007992),JUN,(0.99000999000999),ESR2,(0.987012987012987),SMARCC1,(0.97002997002997),FOSB,(0.969030969030969),ESR1,(0.934065934065934),JUND,(0.856143856143856),FOSL1,(0.852147852147852),
	chr12	111405922	chr12	111413454	111414444	0.98002	NR4A2,(1),FOSB,(0.999000999000999),JUNB,(0.999000999000999),JUN,(0.999000999000999),NR4A1,(0.999000999000999),ESR2,(0.999000999000999),ESRRA,(0.999000999000999),FOSL2,(0.998001998001998),JUND,(0.998001998001998),KLF3,(0.998001998001998),TGIF2,(0.998001998001998),SMARCC1,(0.998001998001998),BACH2,(0.997002997002997),BACH1,(0.997002997002997),GCM1,(0.997002997002997),HES1,(0.996003996003996),ESRRG,(0.995004995004995),FOSL1,(0.994005994005994),ESR1,(0.994005994005994),MTF1,(0.99000999000999),JDP2,(0.987012987012987),ESRRB,(0.976023976023976),MYOD1,(0.932067932067932),ATOH1,(0.883116883116883),
	chr3	15341380	chr3	15319246	15320180	0.95005	TGIF2,(1),RORA,(1),NR4A3,(1),NR4A2,(1),ESRRA,(1),NR4A1,(0.999000999000999),PPARA,(0.999000999000999),ATOH1,(0.992007992007992),PPARD,(0.99000999000999),RORC,(0.989010989010989),NR1I2,(0.95004995004995),
	chr12	51028242	chr12	51190541	51191519	0.969031	ESR2,(1),NR4A2,(1),JUNB,(0.999000999000999),ZNF691,(0.998001998001998),NR4A3,(0.997002997002997),ESRRA,(0.995004995004995),ESRRG,(0.995004995004995),JUN,(0.986013986013986),PPARD,(0.985014985014985),ATOH1,(0.98001998001998),NR2F1,(0.962037962037962),RHOXF1,(0.957042957042957),NR2C1,(0.946053946053946),ESR1,(0.934065934065934),NR4A1,(0.917082917082917),
	chr1	112956196	chr1	112982764	112983731	0.995005	NR4A3,(0.974025974025974),TEAD1,(0.966033966033966),ESRRA,(0.948051948051948),ESRRG,(0.946053946053946),ESRRB,(0.938061938061938),NR5A1,(0.934065934065934),NR4A1,(0.824175824175824),
	chr1	112956196	chr1	112992505	112993467	0.975025	TCF7L2,(0.985014985014985),ZKSCAN3,(0.979020979020979),JUN,(0.97002997002997),ZKSCAN4,(0.918081918081918),RORA,(0.908091908091908),NR2E1,(0.886113886113886),
	chr1	112956196	chr1	112995622	112996555	0.968032	RARA,(0.993006993006993),BACH2,(0.992007992007992),NR4A3,(0.992007992007992),BACH1,(0.991008991008991),JUN,(0.985014985014985),FOSL1,(0.883116883116883),HIC1,(0.873126873126873),SMARCC1,(0.865134865134865),
	chr1	112956196	chr1	113000316	113001259	0.969031	TP73,(1),SNAI2,(0.999000999000999),MITF,(0.99000999000999),ZNF219,(0.84015984015984),
	chr1	112956196	chr1	113026712	113027651	0.972028	NR5A2,(1),NR1I2,(1),NR2F6,(1),RXRB,(0.996003996003996),NR2F2,(0.994005994005994),TCF7L2,(0.99000999000999),ESRRG,(0.989010989010989),RXRA,(0.975024975024975),PPARD,(0.971028971028971),NR1I3,(0.969030969030969),RORB,(0.947052947052947),PPARA,(0.883116883116883),NR2F1,(0.828171828171828),
