Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
PHF3	chr6	63635801	chr6	63564157	63565088	0.8104	
PHF7	chr3	52410659	chr3	51967070	51968044	0.9532	
PHF7	chr3	52410659	chr3	51968089	51968735	0.8561	ZIC3 (0.99), KLF3 (0.98), NR4A3 (0.96), PPARG (0.94), ESR2 (0.92), MTF1 (0.87), NR2E1 (0.86), 
PHTF2	chr7	77798772	chr7	77720468	77721418	0.8237	TP73 (0.93), ZIC3 (0.82), NR3C1 (0.82), 
PKM	chr15	72231624	chr15	72203142	72204004	0.8394	NR1I2 (0.86), TCF7L2 (0.85), GCM1 (0.83), 
PKM	chr15	72231624	chr15	72213110	72213934	0.9462	NR4A2 (0.85), 
PKM	chr15	72231624	chr15	72215457	72216439	0.8669	ESRRG (0.99), NR4A2 (0.96), HES1 (0.95), ESRRA (0.93), BACH2 (0.91), ESRRB (0.88), 
PLIN4	chr19	4518486	chr19	4510523	4511427	0.8849	TFCP2 (0.96), 
PM20D2	chr6	89146054	chr6	89375160	89376096	0.8363	
PPP1R13B	chr14	103847575	chr14	103685113	103686089	0.8467	NR4A2 (0.99), ESRRG (0.97), MXI1 (0.95), RARB (0.94), TFCP2L1 (0.93), PPARA (0.81), 
PPP1R3C	chr10	91633071	chr10	91563806	91564762	0.9376	NR4A1 (0.82), PPARD (0.81), 
PPP1R3C	chr10	91633071	chr10	91627753	91628380	0.8759	
PPP1R3E	chr14	23302859	chr14	23146355	23147284	0.8288	NR4A1 (0.93), NR4A2 (0.92), HNF4G (0.91), MYOD1 (0.90), TEAD1 (0.86), NR4A3 (0.84), ZKSCAN4 (0.83), NR2F2 (0.83), PPARD (0.82), JUN (0.81), FOSL2 (0.81), 
PPP2R2D	chr10	131901007	chr10	131997569	131998409	0.8764	TFCP2L1 (0.85), 
PPP2R2D	chr10	131901007	chr10	132208166	132209118	0.8098	MYC (1.00), NR2C1 (0.99), NPAS2 (0.98), TFEB (0.98), KLF3 (0.96), HES1 (0.96), GLI1 (0.82), NR4A3 (0.80), 
PPTC7	chr12	110583318	chr12	110512263	110513257	0.9395	
PPTC7	chr12	110583318	chr12	110563723	110564678	0.8924	NR4A2 (0.99), ESRRG (0.96), ZKSCAN3 (0.92), ZIC3 (0.92), NR5A2 (0.92), JUN (0.90), NR4A3 (0.90), MTF1 (0.90), ZKSCAN4 (0.89), RARA (0.88), PPARD (0.85), NR4A1 (0.85), NR2F2 (0.83), 
PPTC7	chr12	110583318	chr12	110575021	110575884	0.8765	NR4A2 (1.00), RARB (1.00), RORB (0.99), PPARD (0.97), 
PPTC7	chr12	110583318	chr12	110578790	110579734	0.8764	MEIS2 (1.00), TCF7L2 (0.99), ATOH1 (0.99), NR1I2 (0.99), CREB3L1 (0.97), NR1I3 (0.96), MTF1 (0.96), RARA (0.95), TGIF2 (0.84), ESRRB (0.82), SNAI2 (0.80), 
PPTC7	chr12	110583318	chr12	110580829	110581616	0.929	MEIS1 (0.88), 
PPTC7	chr12	110583318	chr12	110581859	110582767	0.9869	ESRRG (0.83), NR4A3 (0.80), 
PRKAA2	chr1	56645313	chr1	56508108	56509156	0.8872	TFEB (0.99), PPARA (0.98), TFCP2 (0.97), ATOH1 (0.96), TCF7L2 (0.96), PPARD (0.96), HEY1 (0.95), NR4A3 (0.94), NR2C1 (0.94), MITF (0.90), MEIS1 (0.81), 
PRKAA2	chr1	56645313	chr1	56545423	56546432	0.8825	MXI1 (1.00), MYCN (1.00), KLF3 (0.99), MITF (0.98), MYC (0.97), RXRB (0.97), NR4A2 (0.97), TFEB (0.97), PPARA (0.96), NPAS2 (0.96), RXRA (0.96), PPARD (0.96), NR2C1 (0.95), CREB3L2 (0.95), MAF (0.93), NR4A3 (0.92), TFCP2 (0.87), HNF4A (0.87), NR2F6 (0.87), ESRRA (0.87), 
PRKAG2	chr7	151877115	chr7	151517825	151518589	0.9938	MEIS1 (0.91), HES1 (0.90), ZNF784 (0.82), 
PRKAG2	chr7	151877115	chr7	151717183	151718085	0.8795	KLF3 (1.00), TEAD1 (1.00), ZNF784 (1.00), PPARA (0.99), ESRRG (0.98), JDP2 (0.98), NR4A3 (0.98), NR5A2 (0.89), ATOH1 (0.88), ESRRA (0.81), ESRRB (0.80), 
PRKAG2	chr7	151877115	chr7	151736059	151736999	0.9952	MEIS1 (0.83), 
PRKAG2	chr7	151877115	chr7	151753843	151754801	0.9979	
PRKCE	chr2	45651674	chr2	45759053	45760047	0.9	TCF7L2 (0.83), FOSB (0.83), 
PSMA7	chr20	62143394	chr20	62117360	62118212	0.8644	PPARD (0.93), NR1I2 (0.88), ZIC3 (0.87), HES1 (0.87), TFEB (0.85), NR1I3 (0.84), MITF (0.83), 
PSMA7	chr20	62143394	chr20	62134376	62135369	0.8603	KLF8 (0.93), HIC1 (0.92), KLF3 (0.91), 
PSMA7	chr20	62143394	chr20	62555145	62556175	0.8615	HNF4G (0.92), PPARD (0.91), ESR1 (0.90), PPARA (0.84), MYOD1 (0.82), 
PSMD8	chr19	38374549	chr19	38171749	38172539	0.8618	RARA (0.98), RXRA (0.97), NPAS2 (0.94), PPARD (0.94), NR4A1 (0.94), NR2E1 (0.94), HES1 (0.89), HEY1 (0.89), MITF (0.89), NR3C1 (0.88), NR4A2 (0.88), NR4A3 (0.84), RXRG (0.84), MEIS2 (0.84), 
PSMG4	chr6	3258946	chr6	3340339	3341952	0.873	NR2F6 (1.00), RXRA (0.99), NR4A2 (0.99), ATOH1 (0.99), NR1I2 (0.99), NR2E1 (0.99), MEIS2 (0.98), NR5A2 (0.98), MXI1 (0.97), ZKSCAN4 (0.92), ZKSCAN3 (0.91), RXRB (0.89), 
PTP4A3	chr8	141392020	chr8	141311352	141312313	0.9531	
PTPN3	chr9	109498307	chr9	109419916	109420929	0.8766	RORC (0.93), NR4A3 (0.89), NR3C1 (0.87), 
PTPN3	chr9	109498307	chr9	109497454	109498455	0.9453	
PTPRQ	chr12	80444234	chr12	80187492	80188460	0.8483	NR1I2 (0.94), KLF8 (0.89), MYC (0.87), SMARCC1 (0.86), NR4A2 (0.85), 
PVT1	chr8	127794532	chr8	127733673	127734594	0.9962	
RAB11FIP3	chr16	425648	chr16	326921	328033	0.828	FOSL2 (0.99), ESR2 (0.99), SMARCC1 (0.98), HES1 (0.98), BACH1 (0.97), JUN (0.97), PPARG (0.96), KLF3 (0.95), JDP2 (0.92), BACH2 (0.92), JUNB (0.91), PGR (0.90), FOSL1 (0.88), JUND (0.87), HLTF (0.82), MITF (0.81), 
RAB11FIP3	chr16	425648	chr16	627193	628045	0.9837	
RAB11FIP3	chr16	425648	chr16	645595	646504	0.9799	PPARD (0.82), 
RAB40C	chr16	589356	chr16	627193	628045	0.8808	
RAB6A	chr11	73761074	chr11	74011158	74012140	0.8483	MEIS2 (1.00), KLF3 (1.00), NR1I2 (0.99), NR1I3 (0.97), NR5A2 (0.95), 
RAB7A	chr3	128726182	chr3	128793361	128794337	0.8598	NR4A1 (1.00), NR2E1 (1.00), NR4A3 (0.96), RXRA (0.96), NR3C1 (0.89), ESRRA (0.83), 
RAB7A	chr3	128726182	chr3	129180410	129181272	0.8116	TEAD1 (0.84), 
RAPGEF1	chr9	131740076	chr9	131299025	131300006	0.9209	ESR2 (0.81), ZIC3 (0.81), 
RBM20	chr10	110644335	chr10	110708820	110709771	0.8847	TCF7L2 (1.00), ZIC3 (1.00), NR4A2 (0.99), NR1I3 (0.97), RORC (0.90), GLI1 (0.88), 
RELL1	chr4	37686376	chr4	37628637	37629621	0.8528	FOSL1 (0.87), NR4A2 (0.86), JUNB (0.84), BACH2 (0.84), NR1I3 (0.82), JUN (0.82), NR4A1 (0.82), FOSB (0.82), 
RELL1	chr4	37686376	chr4	38112688	38113631	0.8764	ESR2 (1.00), MEIS1 (1.00), TFEB (0.98), NR6A1 (0.97), ESRRA (0.97), ESRRB (0.97), TEAD1 (0.90), ESRRG (0.89), 
RFTN1	chr3	16513699	chr3	16370641	16371605	0.9702	HNF4G (0.92), NR4A2 (0.91), RORC (0.88), ESRRG (0.88), KLF3 (0.87), NR4A1 (0.86), NR2F1 (0.86), RXRA (0.82), 
RFTN1	chr3	16513699	chr3	16513134	16514145	0.9949	MYC (0.82), NR2C1 (0.82), 
RFTN1	chr3	16513699	chr3	16768002	16768994	0.9149	NR2C1 (0.91), ESR2 (0.89), RARG (0.82), 
RFTN1	chr3	16513699	chr3	16881973	16882878	0.9969	RXRB (0.95), NR1I2 (0.90), HLTF (0.90), 
RFTN1	chr3	16513699	chr3	16897128	16898023	0.8793	ESR1 (0.97), ESRRA (0.95), NR4A3 (0.95), RARA (0.95), MYOD1 (0.95), DMBX1 (0.92), ESRRG (0.89), MAF (0.89), NR2C1 (0.89), HNF4G (0.88), RORA (0.88), RXRA (0.87), NR4A1 (0.86), TGIF2 (0.86), NR4A2 (0.81), 
RFTN1	chr3	16513699	chr3	16898440	16899391	0.9458	MEIS1 (0.98), HNF4A (0.83), NR2F1 (0.82), PPARG (0.81), 
RHEB	chr7	151519895	chr7	151517825	151518589	0.8579	MEIS1 (0.91), HES1 (0.90), ZNF784 (0.82), 
RHEB	chr7	151519895	chr7	151717183	151718085	0.8441	KLF3 (1.00), TEAD1 (1.00), ZNF784 (1.00), PPARA (0.99), ESRRG (0.98), JDP2 (0.98), NR4A3 (0.98), NR5A2 (0.89), ATOH1 (0.88), ESRRA (0.81), ESRRB (0.80), 
RHEB	chr7	151519895	chr7	151736059	151736999	0.8757	MEIS1 (0.83), 
RHEB	chr7	151519895	chr7	151753843	151754801	0.8707	
RIN2	chr20	19886520	chr20	20073653	20074593	0.8473	KLF3 (0.99), DMBX1 (0.99), MEIS1 (0.98), TCF7L2 (0.97), FOSB (0.96), MAF (0.94), SMARCC1 (0.94), 
RIN2	chr20	19886520	chr20	20138032	20139002	0.8565	HNF4G (0.96), NPAS2 (0.94), CREB3L2 (0.93), MXI1 (0.90), NR3C1 (0.86), TCF7L2 (0.82), HEY1 (0.81), 
RNF114	chr20	49936396	chr20	49677842	49678914	0.803	SMARCC1 (0.91), FOSL2 (0.86), ESRRG (0.82), RORA (0.81), 
RNF130	chr5	180071759	chr5	179875809	179876819	0.8639	RORC (0.99), ZIC1 (0.98), MXI1 (0.94), NR1H3 (0.92), ESR1 (0.90), NR3C1 (0.87), RORA (0.87), ATOH1 (0.81), 
RNF149	chr2	101308701	chr2	100818646	100819588	0.827	RORC (0.87), MXI1 (0.82), MYC (0.81), 
RNF149	chr2	101308701	chr2	101108131	101109073	0.8127	
RNF168	chr3	196503768	chr3	196179321	196180318	0.8705	BACH1 (0.99), TCF7L2 (0.93), JDP2 (0.92), SMARCC1 (0.90), JUN (0.90), FOSL2 (0.82), FOSL1 (0.81), JUNB (0.81), 
RP9	chr7	33109404	chr7	32937368	32938342	0.8462	FOSL2 (0.90), RARA (0.89), NR4A2 (0.86), ESRRG (0.84), 
RPL31	chr2	101002228	chr2	100818646	100819588	0.9141	RORC (0.87), MXI1 (0.82), MYC (0.81), 
RPL31	chr2	101002228	chr2	101108131	101109073	0.9356	
RPTOR	chr17	80544837	chr17	80648864	80649768	0.852	
RPTOR	chr17	80544837	chr17	80958853	80960157	0.8511	FOS (0.83), ESR1 (0.80), 
RTN2	chr19	45497047	chr19	45098177	45099179	0.8452	HEY1 (0.92), TCF7L2 (0.92), CREB3L2 (0.90), NR4A3 (0.89), MXI1 (0.88), BACH2 (0.87), NR3C1 (0.86), JUNB (0.85), FOSL1 (0.85), JUN (0.84), ZNF691 (0.84), MYC (0.84), SNAI2 (0.81), 
RTN4RL1	chr17	2025334	chr17	1586899	1587849	0.9764	NR4A2 (0.88), ESRRG (0.86), TEAD1 (0.85), NR4A1 (0.82), MEIS2 (0.82), NR4A3 (0.81), ESRRB (0.81), 
RTN4RL1	chr17	2025334	chr17	1647154	1647934	0.9499	SNAI2 (0.86), NR2E1 (0.81), 
RTN4RL1	chr17	2025334	chr17	1769077	1769940	0.8754	ESRRG (0.92), NR2F1 (0.91), NR4A3 (0.91), RORC (0.90), PPARD (0.86), ESRRA (0.84), 
SCP2	chr1	52927228	chr1	52658397	52659376	0.8545	MAF (0.99), NR5A1 (0.99), BACH2 (0.98), SMARCC1 (0.98), MEIS1 (0.98), ZKSCAN4 (0.97), JUN (0.96), JUNB (0.96), BACH1 (0.95), NR2C1 (0.94), ZKSCAN3 (0.94), FOSL2 (0.94), FOSL1 (0.86), 
SEC31B	chr10	100519861	chr10	100370604	100371741	0.8495	KLF3 (1.00), BACH1 (1.00), RARA (1.00), RORC (0.99), NR1I2 (0.99), FOSL2 (0.97), FOSB (0.97), MEIS1 (0.95), MAF (0.95), SMARCC1 (0.95), NR4A3 (0.92), NR1I3 (0.89), ATF3 (0.87), KLF8 (0.80), 
SEMA4D	chr9	89498113	chr9	89608603	89609219	0.8765	MITF (0.98), ESRRA (0.97), NR4A3 (0.93), KLF3 (0.92), ESRRB (0.91), ESRRG (0.91), TEAD1 (0.87), NR2F1 (0.81), 
SEMA4D	chr9	89498113	chr9	89609288	89610048	0.8586	HES1 (0.89), BACH1 (0.85), 
SEMA4D	chr9	89498113	chr9	89621472	89622393	0.8348	TCF7L2 (0.97), TEAD1 (0.83), 
SEMA6A	chr5	116574823	chr5	116395321	116396251	0.857	NR2F6 (0.88), 
SEMA6A-AS1	chr5	116447497	chr5	116395321	116396251	0.8412	NR2F6 (0.88), 
SGPL1	chr10	70815947	chr10	70478124	70479089	0.8353	MXI1 (0.88), HEY1 (0.85), CREB3L2 (0.84), 
SH2B3	chr12	111405922	chr12	111409429	111411016	0.9119	MYC (1.00), JUN (0.94), FOSL2 (0.92), JUNB (0.92), HNF4A (0.89), BACH2 (0.87), FOSB (0.85), ESR2 (0.85), SMARCC1 (0.84), 
SH2B3	chr12	111405922	chr12	111413454	111414444	0.8747	NR4A2 (1.00), HES1 (0.99), FOSL2 (0.99), JUN (0.99), NR4A1 (0.99), JUNB (0.98), FOSB (0.98), ESRRG (0.98), KLF3 (0.98), ESR2 (0.98), BACH2 (0.98), SMARCC1 (0.97), GCM1 (0.97), BACH1 (0.97), ESRRA (0.96), TGIF2 (0.96), ESR1 (0.95), FOSL1 (0.91), JDP2 (0.90), MTF1 (0.89), ESRRB (0.89), JUND (0.85), 
SH3BP5	chr3	15341380	chr3	15314701	15315654	0.8739	NR1I2 (0.98), NR4A3 (0.91), NR1I3 (0.88), 
SH3BP5	chr3	15341380	chr3	15319246	15320180	0.8785	NR4A3 (1.00), NR4A2 (1.00), ESRRA (0.99), RORA (0.99), PPARA (0.98), NR4A1 (0.98), TGIF2 (0.98), RORC (0.94), ATOH1 (0.93), PPARD (0.91), 
SH3BP5	chr3	15341380	chr3	15634966	15635897	0.8631	HES1 (0.99), TEAD1 (0.99), RORA (0.97), MYF5 (0.97), HIC1 (0.93), 
SH3BP5	chr3	15341380	chr3	15637217	15638152	0.8331	SNAI2 (0.83), 
SH3BP5	chr3	15341380	chr3	15645770	15646673	0.8476	NR4A2 (0.89), ATOH1 (0.85), 
SLC11A2	chr12	51028242	chr12	51190541	51191519	0.841	NR4A2 (0.99), NR4A3 (0.99), ESRRG (0.98), ESR2 (0.98), JUNB (0.97), JUN (0.96), ESRRA (0.95), ZNF691 (0.94), PPARD (0.92), ATOH1 (0.89), RHOXF1 (0.83), NR2F1 (0.83), 
SLC16A1	chr1	112956196	chr1	112982764	112983731	0.9152	NR4A3 (0.87), TEAD1 (0.85), ESRRG (0.82), 
SLC16A1	chr1	112956196	chr1	112992505	112993467	0.8529	TCF7L2 (0.90), ZKSCAN3 (0.86), JUN (0.84), 
SLC16A1	chr1	112956196	chr1	112995622	112996555	0.885	NR4A3 (0.93), RARA (0.92), BACH1 (0.89), BACH2 (0.86), JUN (0.86), 
SLC16A1	chr1	112956196	chr1	113000316	113001259	0.865	TP73 (1.00), MITF (0.92), SNAI2 (0.89), 
SLC16A1	chr1	112956196	chr1	113026712	113027651	0.873	NR2F6 (0.99), NR5A2 (0.98), NR1I2 (0.98), RXRB (0.97), ESRRG (0.93), TCF7L2 (0.90), RXRA (0.88), PPARD (0.88), NR1I3 (0.84), NR2F2 (0.83), 
SLC16A1-AS1	chr1	112956414	chr1	112982764	112983731	0.8905	NR4A3 (0.87), TEAD1 (0.85), ESRRG (0.82), 
SLC16A1-AS1	chr1	112956414	chr1	112992505	112993467	0.8636	TCF7L2 (0.90), ZKSCAN3 (0.86), JUN (0.84), 
SLC16A1-AS1	chr1	112956414	chr1	112995622	112996555	0.8729	NR4A3 (0.93), RARA (0.92), BACH1 (0.89), BACH2 (0.86), JUN (0.86), 
SLC16A1-AS1	chr1	112956414	chr1	113000316	113001259	0.8629	TP73 (1.00), MITF (0.92), SNAI2 (0.89), 
SLC16A1-AS1	chr1	112956414	chr1	113026712	113027651	0.8692	NR2F6 (0.99), NR5A2 (0.98), NR1I2 (0.98), RXRB (0.97), ESRRG (0.93), TCF7L2 (0.90), RXRA (0.88), PPARD (0.88), NR1I3 (0.84), NR2F2 (0.83), 
SLC22A1	chr6	160121814	chr6	160328140	160329116	0.8962	NR4A1 (0.99), ESRRB (0.99), PPARD (0.98), ESRRG (0.95), NR6A1 (0.94), ESRRA (0.93), NR3C1 (0.91), HLTF (0.91), 
SLC22A4	chr5	132294393	chr5	132446484	132447464	0.8673	NR4A2 (0.92), PPARD (0.85), NR3C1 (0.84), 
SLC22A5	chr5	132369708	chr5	132446484	132447464	0.9034	NR4A2 (0.92), PPARD (0.85), NR3C1 (0.84), 
SLC25A25	chr9	128068199	chr9	127608063	127608998	0.9059	
SLC25A25	chr9	128068199	chr9	127955101	127956074	0.8506	SMARCC1 (0.86), JDP2 (0.82), FOSL2 (0.81), 
SLC25A30	chr13	45418455	chr13	45414200	45415257	0.963	NR2E1 (0.88), MEIS1 (0.83), TEAD1 (0.83), 
SLC25A30	chr13	45418455	chr13	45433043	45433999	0.8765	RORC (1.00), RXRA (0.99), NR4A2 (0.99), NR3C1 (0.98), 
SLC25A5	chr0	119468443	chr0	119468814	119469704	0.9721	NR4A3 (0.83), NR4A2 (0.81), PPARA (0.80), 
SLC25A51	chr9	37904353	chr9	37574522	37575440	0.888	BACH1 (0.83), 
SLC25A51	chr9	37904353	chr9	38042202	38043134	0.8259	ZIC1 (0.99), TFCP2 (0.99), NR4A2 (0.97), ZKSCAN3 (0.96), ZKSCAN4 (0.95), RARA (0.91), ATOH1 (0.89), GLIS1 (0.82), NR2F2 (0.82), 
SLC29A1	chr6	44219614	chr6	43798557	43799502	0.8472	JDP2 (0.93), SMARCC1 (0.92), RXRA (0.89), BACH1 (0.83), KLF3 (0.83), TFEB (0.82), TFCP2L1 (0.82), FOSB (0.81), FOSL1 (0.81), ZIC1 (0.80), 
SLC29A1	chr6	44219614	chr6	44477823	44478761	0.8384	MYC (0.91), 
SLC35B4	chr7	134316930	chr7	134669704	134670668	0.8713	NR4A3 (0.96), NR4A2 (0.93), HNF4G (0.90), NR4A1 (0.89), 
SLC36A1	chr5	151437045	chr5	151099793	151100751	0.9906	
SLC36A1	chr5	151437045	chr5	151121542	151122498	0.8971	MITF (0.86), NR4A3 (0.85), JUNB (0.84), 
SLC38A1	chr12	46269043	chr12	46268635	46269661	0.9934	TEAD1 (0.91), MITF (0.91), TFEB (0.91), PPARA (0.81), 
SLC38A1	chr12	46269043	chr12	46396608	46397545	0.9053	TP73 (0.97), NR1I3 (0.89), 
SLC38A1	chr12	46269043	chr12	46467817	46468801	0.9678	NR1H2 (0.89), PPARA (0.86), 
SLC38A4	chr12	46825997	chr12	46396608	46397545	0.8115	TP73 (0.97), NR1I3 (0.89), 
SLC38A7	chr16	58684770	chr16	58704949	58705850	0.8134	MITF (0.95), KLF8 (0.93), TFEB (0.90), RORA (0.85), RARA (0.83), NR4A1 (0.83), RORC (0.80), ESRRG (0.80), 
SLC38A7	chr16	58684770	chr16	58732521	58733646	0.8693	RORC (0.93), ESRRG (0.90), ESRRA (0.87), ESR1 (0.86), SMARCC1 (0.86), NR4A3 (0.85), KLF3 (0.84), BACH1 (0.83), ESR2 (0.83), 
SLC41A1	chr1	205813198	chr1	205914570	205915414	0.8819	PPARA (0.99), ZNF219 (0.97), ATOH1 (0.94), MYC (0.92), PPARD (0.89), ESR1 (0.87), MITF (0.86), TEAD1 (0.86), 
SLC41A1	chr1	205813198	chr1	205918697	205919653	0.9007	
SLC41A1	chr1	205813198	chr1	205976668	205977806	0.8894	SMARCC1 (0.94), NR2E1 (0.91), TEAD1 (0.90), BACH2 (0.90), ZKSCAN4 (0.88), FOSL1 (0.87), TFEB (0.87), MXI1 (0.86), RORA (0.85), JDP2 (0.85), HEY1 (0.84), MYOD1 (0.82), MYC (0.82), GCM1 (0.81), NR3C1 (0.81), 
SLC9A2	chr2	102619552	chr2	102770219	102771779	0.9033	
SMAP1	chr6	70667882	chr6	70684584	70685523	0.8475	KLF3 (0.95), ZKSCAN3 (0.95), ZKSCAN4 (0.91), 
SMIM12	chr1	34859749	chr1	34865910	34866880	0.8673	ESR2 (0.95), NR4A1 (0.91), ESRRB (0.90), NR3C1 (0.87), ESRRG (0.85), MAF (0.85), ESRRA (0.83), HES1 (0.82), NR2E1 (0.81), 
SNN	chr16	11668454	chr16	11673012	11673971	0.9895	RARA (0.86), RORA (0.84), ESR2 (0.84), 
SNN	chr16	11668454	chr16	11675297	11676231	0.8752	SMARCC1 (0.94), NR4A2 (0.93), FOSL2 (0.91), BACH1 (0.89), JUN (0.83), NR4A3 (0.82), FOSL1 (0.82), JDP2 (0.82), RXRG (0.80), 
SNN	chr16	11668454	chr16	11706062	11707024	0.8738	MEIS2 (0.95), HLTF (0.87), TEAD1 (0.85), RXRB (0.85), HES1 (0.83), PPARG (0.83), NR3C1 (0.80), 
SOCS7	chr17	38351843	chr17	38255781	38256633	0.8967	MEIS1 (0.92), KLF3 (0.90), TEAD1 (0.87), SMARCC1 (0.82), 
SOCS7	chr17	38351843	chr17	38352843	38353759	0.891	HES1 (1.00), MEIS1 (1.00), MAF (0.94), MYOD1 (0.89), SNAI2 (0.87), 
SOCS7	chr17	38351843	chr17	38358641	38359598	0.8777	RORC (1.00), RXRA (1.00), RORA (1.00), PPARD (1.00), TEAD1 (1.00), ATOH1 (0.98), HNF4G (0.97), PPARA (0.96), NR6A1 (0.92), NR2F6 (0.91), RXRG (0.84), NR1H2 (0.82), 
SPATS2	chr12	49367461	chr12	49108647	49109570	0.9177	KLF3 (0.87), NR4A2 (0.87), NR4A3 (0.85), RORA (0.83), 
SPECC1L	chr22	24270816	chr22	24402183	24403233	0.8907	MEIS1 (0.90), ZIC1 (0.88), RARA (0.86), NFE2 (0.80), 
SPIRE1	chr18	12658107	chr18	12656786	12657550	0.9869	
SREBF2	chr22	41833104	chr22	41891168	41892090	0.911	NR4A2 (0.83), NR3C1 (0.80), 
SREBF2	chr22	41833104	chr22	41899834	41900734	0.8461	NR2F6 (0.91), MAF (0.86), ZIC3 (0.83), RARA (0.83), MXI1 (0.81), HLTF (0.80), 
SRPK1	chr6	35921180	chr6	35687372	35688225	0.817	PPARA (0.83), 
SRPK2	chr7	105389390	chr7	105775730	105776652	0.8631	SMARCC1 (0.91), NR2C1 (0.87), BACH1 (0.87), NR4A1 (0.86), FOSL2 (0.82), TCF7L2 (0.82), FOSB (0.81), 
SS18L1	chr20	62143768	chr20	62117360	62118212	0.8088	PPARD (0.93), NR1I2 (0.88), ZIC3 (0.87), HES1 (0.87), TFEB (0.85), NR1I3 (0.84), MITF (0.83), 
STAT1	chr2	191014250	chr2	190881560	190882319	0.8644	NPAS2 (0.87), TFEB (0.86), HEY1 (0.86), NR4A2 (0.85), TFCP2 (0.83), JUN (0.82), 
STAT3	chr17	42388495	chr17	42063411	42064354	0.8872	MXI1 (0.85), JUN (0.84), MYC (0.81), 
STAT3	chr17	42388495	chr17	42409204	42410124	0.8948	NR4A3 (0.89), JUNB (0.88), JUN (0.87), BACH2 (0.86), FOSL2 (0.81), 
STK24	chr13	98577151	chr13	98171884	98172856	0.8381	KLF3 (0.86), 
STK24	chr13	98577151	chr13	98503168	98504167	0.8704	MAF (0.98), PPARA (0.95), NR4A3 (0.94), NR2F6 (0.94), ESRRG (0.94), PPARD (0.90), NR4A2 (0.90), RORC (0.90), ESRRA (0.89), RXRA (0.89), NR2C1 (0.85), 
STK35	chr20	2101826	chr20	2109133	2110117	0.8581	PPARA (0.90), NR4A2 (0.88), NR4A3 (0.87), NR1I3 (0.81), 
SVIL	chr10	29736936	chr10	29784036	29785007	0.8432	NR2C1 (0.85), 
SVIL	chr10	29736936	chr10	30000603	30001637	0.8585	HEY1 (1.00), RXRA (0.99), NR4A3 (0.99), KLF3 (0.98), ESR2 (0.98), MEIS1 (0.98), PPARD (0.98), NR4A2 (0.98), JUN (0.96), BACH2 (0.95), NR2C1 (0.95), HNF4G (0.93), NR2F1 (0.93), NPAS2 (0.93), NR4A1 (0.92), NR2F6 (0.85), 
TACC2	chr10	121989162	chr10	121988222	121989232	0.8386	ESRRB (0.99), BACH1 (0.98), NR4A1 (0.97), ZNF219 (0.96), MITF (0.95), JDP2 (0.94), TFEB (0.92), TEAD1 (0.90), FOSL1 (0.89), RARB (0.89), ESRRA (0.87), JUNB (0.83), JUN (0.81), 
TANGO2	chr22	20016999	chr22	20021741	20022507	0.9713	ESRRB (0.95), RXRA (0.94), RXRG (0.94), ESR1 (0.93), ESR2 (0.92), NR4A3 (0.85), NR5A1 (0.85), MITF (0.84), ESRRA (0.82), 
TBC1D1	chr4	37891083	chr4	37628637	37629621	0.8341	FOSL1 (0.87), NR4A2 (0.86), JUNB (0.84), BACH2 (0.84), NR1I3 (0.82), JUN (0.82), NR4A1 (0.82), FOSB (0.82), 
TBC1D1	chr4	37891083	chr4	38112688	38113631	0.9022	ESR2 (1.00), MEIS1 (1.00), TFEB (0.98), NR6A1 (0.97), ESRRA (0.97), ESRRB (0.97), TEAD1 (0.90), ESRRG (0.89), 
TBC1D14	chr4	6909443	chr4	6875145	6876100	0.8458	
TBC1D14	chr4	6909443	chr4	7002880	7003867	0.8854	ATOH1 (0.91), 
TCF7L2	chr10	112950246	chr10	113027831	113028830	0.8635	NR4A3 (0.99), NR2F1 (0.99), NR1H2 (0.97), NR2C1 (0.95), PPARD (0.95), RXRA (0.95), HNF4G (0.94), NR4A1 (0.93), NR4A2 (0.91), TFCP2L1 (0.81), 
TCHP	chr12	109900273	chr12	109927794	109928760	0.8804	RARB (0.93), NR1I3 (0.89), CREB3L1 (0.84), 
TECPR2	chr14	102362940	chr14	102442171	102443252	0.8707	NR4A1 (0.99), MEIS1 (0.97), RXRA (0.97), PPARD (0.95), NR4A3 (0.94), NR2E1 (0.91), ESRRA (0.87), ESRRG (0.86), RXRG (0.86), ZNF219 (0.85), NR2C1 (0.83), NR2F1 (0.83), 
TFRC	chr3	196082090	chr3	196179321	196180318	0.8395	BACH1 (0.99), TCF7L2 (0.93), JDP2 (0.92), SMARCC1 (0.90), JUN (0.90), FOSL2 (0.82), FOSL1 (0.81), JUNB (0.81), 
TIMM44	chr19	7943666	chr19	8342827	8343766	0.8295	ZNF784 (1.00), ZNF219 (1.00), TEAD1 (0.98), NR3C1 (0.97), NR2E1 (0.83), 
TIMM44	chr19	7943666	chr19	8347617	8348517	0.855	ATOH1 (1.00), RORA (1.00), TEAD1 (1.00), ESRRG (1.00), HES1 (0.99), PPARG (0.99), ESRRA (0.97), ZNF691 (0.89), ESRRB (0.85), 
TM6SF1	chr15	83107644	chr15	82942448	82943381	0.9043	RORC (0.93), FOSL1 (0.86), MITF (0.82), 
TMEM11	chr17	21214161	chr17	21021116	21022179	0.8726	NR2C1 (0.89), ESRRB (0.89), USF2 (0.81), 
